Date;Year;Month;Season;SeasonYear;Area;Pollutant;Arithmetic_mean;Population_weighted_mean
2016-02-04;2016;2;Winter;2016;Agricultural;NO2;33.75714285714285;33.220033830388225
2016-02-05;2016;2;Winter;2016;Agricultural;NO2;42.2;42.08277442028509
2016-02-06;2016;2;Winter;2016;Agricultural;NO2;34.91428571428572;35.874428496354206
2016-02-07;2016;2;Winter;2016;Agricultural;NO2;25.73809523809524;25.84737568153452
2016-02-08;2016;2;Winter;2016;Agricultural;NO2;28.05714285714286;27.75952341851146
2016-02-09;2016;2;Winter;2016;Agricultural;NO2;32.51428571428571;32.93505715036458
2016-02-10;2016;2;Winter;2016;Agricultural;NO2;28.96190476190477;28.09086251067464
2016-02-11;2016;2;Winter;2016;Agricultural;NO2;35.885714285714286;36.36337942586875
2016-02-12;2016;2;Winter;2016;Agricultural;NO2;31.861904761904764;31.974118110753466
2016-02-13;2016;2;Winter;2016;Agricultural;NO2;23.604761904761904;23.751911581160087
2016-02-14;2016;2;Winter;2016;Agricultural;NO2;23.219047619047625;23.597328056230705
2016-02-15;2016;2;Winter;2016;Agricultural;NO2;30.623809523809523;31.309643302896934
2016-02-16;2016;2;Winter;2016;Agricultural;NO2;29.452380952380956;29.66900249622282
2016-02-17;2016;2;Winter;2016;Agricultural;NO2;27.96190476190477;28.25353576824542
2016-02-18;2016;2;Winter;2016;Agricultural;NO2;30.242857142857144;29.827057741575253
2016-02-19;2016;2;Winter;2016;Agricultural;NO2;33.733333333333334;33.35319910661499
2016-02-20;2016;2;Winter;2016;Agricultural;NO2;26.31428571428572;25.90271956907311
2016-02-21;2016;2;Winter;2016;Agricultural;NO2;30.18095238095238;29.79031564080667
2016-02-22;2016;2;Winter;2016;Agricultural;NO2;28.98095238095238;29.51422025881889
2016-02-23;2016;2;Winter;2016;Agricultural;NO2;29.88095238095238;29.791603166261577
2016-02-24;2016;2;Winter;2016;Agricultural;NO2;27.323809523809523;26.75514189056033
2016-02-25;2016;2;Winter;2016;Agricultural;NO2;24.26666666666667;24.721827169414706
2016-02-26;2016;2;Winter;2016;Agricultural;NO2;24.066666666666663;24.49885042370098
2016-02-27;2016;2;Winter;2016;Agricultural;NO2;19.83333333333333;19.076711226433687
2016-02-28;2016;2;Winter;2016;Agricultural;NO2;20.185714285714283;18.97235925901596
2016-02-29;2016;2;Winter;2016;Agricultural;NO2;18.88571428571429;17.748717401300663
2016-03-01;2016;3;Spring;2016;Agricultural;NO2;23.4;23.63196479012021
2016-03-02;2016;3;Spring;2016;Agricultural;NO2;22.547619047619047;22.32594101031334
2016-03-03;2016;3;Spring;2016;Agricultural;NO2;19.085714285714285;18.63203869145372
2016-03-04;2016;3;Spring;2016;Agricultural;NO2;27.35238095238095;27.414016619588786
2016-03-05;2016;3;Spring;2016;Agricultural;NO2;19.723809523809525;19.65556887604283
2016-03-06;2016;3;Spring;2016;Agricultural;NO2;21.98095238095238;22.424497470932145
2016-03-07;2016;3;Spring;2016;Agricultural;NO2;22.43809523809524;22.369012349733957
2016-03-08;2016;3;Spring;2016;Agricultural;NO2;23.67619047619048;23.82960815870722
2016-03-09;2016;3;Spring;2016;Agricultural;NO2;20.285714285714285;20.839693227353347
2016-03-10;2016;3;Spring;2016;Agricultural;NO2;26.61904761904762;27.23208139000197
2016-03-11;2016;3;Spring;2016;Agricultural;NO2;25.995238095238093;26.599275766931616
2016-03-12;2016;3;Spring;2016;Agricultural;NO2;23.35238095238095;23.700650331734877
2016-03-13;2016;3;Spring;2016;Agricultural;NO2;14.604761904761904;14.971401826184064
2016-03-14;2016;3;Spring;2016;Agricultural;NO2;18.742857142857144;19.360178677001905
2016-03-15;2016;3;Spring;2016;Agricultural;NO2;22.51904761904762;22.83155422715628
2016-03-16;2016;3;Spring;2016;Agricultural;NO2;14.038095238095238;14.0507718583722
2016-03-17;2016;3;Spring;2016;Agricultural;NO2;22.32857142857143;22.580155028575184
2016-03-18;2016;3;Spring;2016;Agricultural;NO2;30.88571428571429;30.88717401300664
2016-03-19;2016;3;Spring;2016;Agricultural;NO2;30.09047619047619;29.66376699730671
2016-03-20;2016;3;Spring;2016;Agricultural;NO2;17.89047619047619;17.722222952111938
2016-03-21;2016;3;Spring;2016;Agricultural;NO2;24.452380952380956;24.56915851014912
2016-03-22;2016;3;Spring;2016;Agricultural;NO2;18.51904761904762;18.782845037114893
2016-03-23;2016;3;Spring;2016;Agricultural;NO2;17.223809523809525;17.222764895224334
2016-03-24;2016;3;Spring;2016;Agricultural;NO2;22.31428571428572;22.27353511134468
2016-03-25;2016;3;Spring;2016;Agricultural;NO2;21.066666666666663;20.953594889312225
2016-03-26;2016;3;Spring;2016;Agricultural;NO2;18.361904761904764;18.80953984103002
2016-03-27;2016;3;Spring;2016;Agricultural;NO2;16.15714285714286;16.27576036260921
2016-03-28;2016;3;Spring;2016;Agricultural;NO2;14.671428571428573;14.674735597451225
2016-03-29;2016;3;Spring;2016;Agricultural;NO2;19.44761904761905;19.42811042501478
2016-03-30;2016;3;Spring;2016;Agricultural;NO2;29.257142857142856;28.998940747553046
2016-03-31;2016;3;Spring;2016;Agricultural;NO2;21.88095238095238;21.850796492150035
2016-04-01;2016;4;Spring;2016;Agricultural;NO2;21.03809523809524;21.432004204164752
2016-04-02;2016;4;Spring;2016;Agricultural;NO2;18.61904761904762;18.675947579320766
2016-04-03;2016;4;Spring;2016;Agricultural;NO2;18.585714285714285;18.688096958549565
2016-04-04;2016;4;Spring;2016;Agricultural;NO2;10.58095238095238;10.731427773763384
2016-04-05;2016;4;Spring;2016;Agricultural;NO2;15.680952380952382;15.736257636471128
2016-04-06;2016;4;Spring;2016;Agricultural;NO2;24.223809523809525;24.41803028312422
2016-04-07;2016;4;Spring;2016;Agricultural;NO2;15.41904761904762;15.449421927346776
2016-04-08;2016;4;Spring;2016;Agricultural;NO2;16.64761904761905;16.7799316823228
2016-04-09;2016;4;Spring;2016;Agricultural;NO2;14.376190476190477;14.468623136044144
2016-04-10;2016;4;Spring;2016;Agricultural;NO2;14.533333333333331;14.616018524600932
2016-04-11;2016;4;Spring;2016;Agricultural;NO2;16.933333333333334;16.827134927412466
2016-04-12;2016;4;Spring;2016;Agricultural;NO2;18.38571428571429;18.174883400118244
2016-04-13;2016;4;Spring;2016;Agricultural;NO2;11.41904761904762;12.031803849438347
2016-04-14;2016;4;Spring;2016;Agricultural;NO2;12.390476190476187;12.621178479931682
2016-04-15;2016;4;Spring;2016;Agricultural;NO2;11.652380952380952;12.04780759377258
2016-04-16;2016;4;Spring;2016;Agricultural;NO2;13.747619047619049;13.686104907048543
2016-04-17;2016;4;Spring;2016;Agricultural;NO2;10.104761904761904;10.233935492347106
2016-04-18;2016;4;Spring;2016;Agricultural;NO2;12.752380952380951;12.414156210996516
2016-04-19;2016;4;Spring;2016;Agricultural;NO2;15.323809523809524;14.88479439006766
2016-04-20;2016;4;Spring;2016;Agricultural;NO2;14.152380952380952;14.48199270840176
2016-04-21;2016;4;Spring;2016;Agricultural;NO2;18.18095238095238;18.52936182092885
2016-04-22;2016;4;Spring;2016;Agricultural;NO2;19.81428571428572;18.865248308480588
2016-04-23;2016;4;Spring;2016;Agricultural;NO2;12.933333333333334;13.178993956513173
2016-04-24;2016;4;Spring;2016;Agricultural;NO2;8.32857142857143;8.28121756552585
2016-04-25;2016;4;Spring;2016;Agricultural;NO2;11.01904761904762;10.92698384024174
2016-04-26;2016;4;Spring;2016;Agricultural;NO2;14.871428571428572;14.824563161006372
2016-04-27;2016;4;Spring;2016;Agricultural;NO2;13.30952380952381;13.456729948104842
2016-04-28;2016;4;Spring;2016;Agricultural;NO2;13.904761904761903;14.145552781974644
2016-04-29;2016;4;Spring;2016;Agricultural;NO2;14.357142857142858;14.517994153583391
2016-04-30;2016;4;Spring;2016;Agricultural;NO2;13.414285714285716;13.3510576101951
2016-05-01;2016;5;Spring;2016;Agricultural;NO2;8.4;8.545409906063194
2016-05-02;2016;5;Spring;2016;Agricultural;NO2;14.433333333333334;14.808912500821126
2016-05-03;2016;5;Spring;2016;Agricultural;NO2;18.904761904761905;18.596088156079617
2016-05-04;2016;5;Spring;2016;Agricultural;NO2;10.680952380952382;10.866284569401564
2016-05-05;2016;5;Spring;2016;Agricultural;NO2;14.923809523809522;14.903468435919333
2016-05-06;2016;5;Spring;2016;Agricultural;NO2;19.261904761904763;19.55574788149511
2016-05-07;2016;5;Spring;2016;Agricultural;NO2;19.17619047619048;18.745697300137948
2016-05-08;2016;5;Spring;2016;Agricultural;NO2;12.514285714285714;12.486525323523615
2016-05-09;2016;5;Spring;2016;Agricultural;NO2;14.547619047619047;14.320848387308676
2016-05-10;2016;5;Spring;2016;Agricultural;NO2;21.4;21.349689614399264
2016-05-11;2016;5;Spring;2016;Agricultural;NO2;12.414285714285716;12.45712408855022
2016-05-12;2016;5;Spring;2016;Agricultural;NO2;11.042857142857144;11.185149116468502
2016-05-13;2016;5;Spring;2016;Agricultural;NO2;21.20952380952381;20.78827924850555
2016-05-14;2016;5;Spring;2016;Agricultural;NO2;14.00952380952381;13.70905373448072
2016-05-15;2016;5;Spring;2016;Agricultural;NO2;8.438095238095238;8.064859094790778
2016-05-16;2016;5;Spring;2016;Agricultural;NO2;8.114285714285714;8.380907179925114
2016-05-17;2016;5;Spring;2016;Agricultural;NO2;11.385714285714286;11.394721802535637
2016-05-18;2016;5;Spring;2016;Agricultural;NO2;14.685714285714283;14.621748341325626
2016-05-19;2016;5;Spring;2016;Agricultural;NO2;13.642857142857142;13.7393795572489
2016-05-20;2016;5;Spring;2016;Agricultural;NO2;14.442857142857145;14.526078959469224
2016-05-21;2016;5;Spring;2016;Agricultural;NO2;16.452380952380953;15.779493201077315
2016-05-22;2016;5;Spring;2016;Agricultural;NO2;13.866666666666664;13.401459961899755
2016-05-23;2016;5;Spring;2016;Agricultural;NO2;9.971428571428572;10.074934309925773
2016-05-24;2016;5;Spring;2016;Agricultural;NO2;13.095238095238097;12.969424554949748
2016-05-25;2016;5;Spring;2016;Agricultural;NO2;12.01904761904762;11.997571109505351
2016-05-26;2016;5;Spring;2016;Agricultural;NO2;15.833333333333334;15.803916770675952
2016-05-27;2016;5;Spring;2016;Agricultural;NO2;21.247619047619047;21.092310976811405
2016-05-28;2016;5;Spring;2016;Agricultural;NO2;16.576190476190476;16.16518590291007
2016-05-29;2016;5;Spring;2016;Agricultural;NO2;8.79047619047619;8.944797346121002
2016-05-30;2016;5;Spring;2016;Agricultural;NO2;13.252380952380951;13.284641660645075
2016-05-31;2016;5;Spring;2016;Agricultural;NO2;13.461904761904762;13.78129803586678
2016-06-01;2016;6;Summer;2016;Agricultural;NO2;16.51904761904762;16.67594922157262
2016-06-02;2016;6;Summer;2016;Agricultural;NO2;14.171428571428573;14.0501149576299
2016-06-03;2016;6;Summer;2016;Agricultural;NO2;14.747619047619049;14.26984004466925
2016-06-04;2016;6;Summer;2016;Agricultural;NO2;16.804761904761904;16.045350784996387
2016-06-05;2016;6;Summer;2016;Agricultural;NO2;17.40952380952381;16.784671221178478
2016-06-06;2016;6;Summer;2016;Agricultural;NO2;22.057142857142857;21.335428299283976
2016-06-07;2016;6;Summer;2016;Agricultural;NO2;26.490476190476187;25.517877553701634
2016-06-08;2016;6;Summer;2016;Agricultural;NO2;25.81428571428572;24.794330946593973
2016-06-09;2016;6;Summer;2016;Agricultural;NO2;14.057142857142855;13.965304145043683
2016-06-10;2016;6;Summer;2016;Agricultural;NO2;16.29047619047619;16.340222032450896
2016-06-11;2016;6;Summer;2016;Agricultural;NO2;17.566666666666666;17.06402483084806
2016-06-12;2016;6;Summer;2016;Agricultural;NO2;17.34285714285714;16.911779872561254
2016-06-13;2016;6;Summer;2016;Agricultural;NO2;11.847619047619046;11.84327333639887
2016-06-14;2016;6;Summer;2016;Agricultural;NO2;6.785714285714286;7.185270643105826
2016-06-15;2016;6;Summer;2016;Agricultural;NO2;8.647619047619047;8.879443933521644
2016-06-16;2016;6;Summer;2016;Agricultural;NO2;11.280952380952382;11.221390330421071
2016-06-17;2016;6;Summer;2016;Agricultural;NO2;15.171428571428573;14.272904486632068
2016-06-18;2016;6;Summer;2016;Agricultural;NO2;14.266666666666667;13.785702555343889
2016-06-19;2016;6;Summer;2016;Agricultural;NO2;14.609523809523813;14.500622413453328
2016-06-20;2016;6;Summer;2016;Agricultural;NO2;17.166666666666668;16.746396899428497
2016-06-21;2016;6;Summer;2016;Agricultural;NO2;12.395238095238096;12.25997175326808
2016-06-22;2016;6;Summer;2016;Agricultural;NO2;10.804761904761904;10.630291335479209
2016-06-23;2016;6;Summer;2016;Agricultural;NO2;23.96190476190476;22.68413913157722
2016-06-24;2016;6;Summer;2016;Agricultural;NO2;21.752380952380957;21.34186921106221
2016-06-25;2016;6;Summer;2016;Agricultural;NO2;20.152380952380952;18.83151481311174
2016-06-26;2016;6;Summer;2016;Agricultural;NO2;12.785714285714286;12.214351638967353
2016-06-27;2016;6;Summer;2016;Agricultural;NO2;9.1;9.438182355646063
2016-06-28;2016;6;Summer;2016;Agricultural;NO2;12.757142857142856;12.804925113315376
2016-06-29;2016;6;Summer;2016;Agricultural;NO2;12.571428571428571;12.879734612100112
2016-06-30;2016;6;Summer;2016;Agricultural;NO2;12.733333333333333;12.661618931879394
2016-07-01;2016;7;Summer;2016;Agricultural;NO2;14.21904761904762;14.03598338041122
2016-07-02;2016;7;Summer;2016;Agricultural;NO2;11.361904761904762;11.31897129343756
2016-07-03;2016;7;Summer;2016;Agricultural;NO2;9.895238095238096;9.715327136569664
2016-07-04;2016;7;Summer;2016;Agricultural;NO2;11.276190476190475;11.093199435065362
2016-07-05;2016;7;Summer;2016;Agricultural;NO2;14.628571428571428;14.37438251330224
2016-07-06;2016;7;Summer;2016;Agricultural;NO2;13.752380952380951;13.518036852131642
2016-07-07;2016;7;Summer;2016;Agricultural;NO2;16.566666666666666;16.331966432372067
2016-07-08;2016;7;Summer;2016;Agricultural;NO2;15.952380952380953;15.82972311633712
2016-07-09;2016;7;Summer;2016;Agricultural;NO2;17.538095238095238;17.0729997372397
2016-07-10;2016;7;Summer;2016;Agricultural;NO2;15.709523809523809;15.199929383170202
2016-07-11;2016;7;Summer;2016;Agricultural;NO2;17.7;17.7202834526703
2016-07-12;2016;7;Summer;2016;Agricultural;NO2;16.33809523809524;16.051765420744925
2016-07-13;2016;7;Summer;2016;Agricultural;NO2;14.576190476190478;14.241502988898375
2016-07-14;2016;7;Summer;2016;Agricultural;NO2;12.395238095238096;12.253269723444786
2016-07-15;2016;7;Summer;2016;Agricultural;NO2;13.257142857142856;13.312806279971095
2016-07-16;2016;7;Summer;2016;Agricultural;NO2;18.057142857142857;17.745450962359588
2016-07-17;2016;7;Summer;2016;Agricultural;NO2;10.79047619047619;10.377988898377454
2016-07-18;2016;7;Summer;2016;Agricultural;NO2;21.785714285714285;21.372769821979897
2016-07-19;2016;7;Summer;2016;Agricultural;NO2;11.961904761904762;11.643081192931747
2016-07-20;2016;7;Summer;2016;Agricultural;NO2;19.30952380952381;19.04517999080339
2016-07-21;2016;7;Summer;2016;Agricultural;NO2;20.97142857142857;20.723902975760364
2016-07-22;2016;7;Summer;2016;Agricultural;NO2;12.9;12.355821782828611
2016-07-23;2016;7;Summer;2016;Agricultural;NO2;16.495238095238093;15.896096367338895
2016-07-24;2016;7;Summer;2016;Agricultural;NO2;18.73809523809524;18.404892268278264
2016-07-25;2016;7;Summer;2016;Agricultural;NO2;19.73333333333333;19.339978979176248
2016-07-26;2016;7;Summer;2016;Agricultural;NO2;18.633333333333333;18.244247191749327
2016-07-27;2016;7;Summer;2016;Agricultural;NO2;19.442857142857143;19.122899559876505
2016-07-28;2016;7;Summer;2016;Agricultural;NO2;16.061904761904763;15.81027721211325
2016-07-29;2016;7;Summer;2016;Agricultural;NO2;22.32857142857143;21.603332129015303
2016-07-30;2016;7;Summer;2016;Agricultural;NO2;24.1;23.023558102870656
2016-07-31;2016;7;Summer;2016;Agricultural;NO2;12.609523809523813;12.157477172699204
2016-08-01;2016;8;Summer;2016;Agricultural;NO2;9.742857142857142;9.752576693161664
2016-08-02;2016;8;Summer;2016;Agricultural;NO2;9.90952380952381;9.877731064836103
2016-08-03;2016;8;Summer;2016;Agricultural;NO2;18.785714285714285;18.73404223871773
2016-08-04;2016;8;Summer;2016;Agricultural;NO2;18.923809523809524;18.30539151284241
2016-08-05;2016;8;Summer;2016;Agricultural;NO2;13.52857142857143;13.958056887604284
2016-08-06;2016;8;Summer;2016;Agricultural;NO2;13.680952380952382;13.97853905274913
2016-08-07;2016;8;Summer;2016;Agricultural;NO2;12.857142857142858;12.94749063916442
2016-08-08;2016;8;Summer;2016;Agricultural;NO2;14.842857142857142;15.018626420547854
2016-08-09;2016;8;Summer;2016;Agricultural;NO2;16.566666666666666;16.2548315049596
2016-08-10;2016;8;Summer;2016;Agricultural;NO2;11.195238095238096;11.35574295473954
2016-08-11;2016;8;Summer;2016;Agricultural;NO2;10.442857142857145;10.76403139985548
2016-08-12;2016;8;Summer;2016;Agricultural;NO2;13.261904761904765;13.54799316823228
2016-08-13;2016;8;Summer;2016;Agricultural;NO2;16.11904761904762;15.27410497273862
2016-08-14;2016;8;Summer;2016;Agricultural;NO2;15.233333333333333;15.25366550614202
2016-08-15;2016;8;Summer;2016;Agricultural;NO2;14.076190476190478;14.087614136503976
2016-08-16;2016;8;Summer;2016;Agricultural;NO2;12.333333333333334;12.324566445510085
2016-08-17;2016;8;Summer;2016;Agricultural;NO2;10.238095238095235;10.397628588320304
2016-08-18;2016;8;Summer;2016;Agricultural;NO2;9.466666666666669;10.02009130920318
2016-08-19;2016;8;Summer;2016;Agricultural;NO2;10.747619047619049;10.962825986993366
2016-08-20;2016;8;Summer;2016;Agricultural;NO2;12.333333333333334;12.324566445510085
2016-08-21;2016;8;Summer;2016;Agricultural;NO2;9.057142857142855;9.262320173421797
2016-08-22;2016;8;Summer;2016;Agricultural;NO2;13.266666666666667;13.243974577941271
2016-08-23;2016;8;Summer;2016;Agricultural;NO2;15.923809523809522;15.78628391250082
2016-08-24;2016;8;Summer;2016;Agricultural;NO2;16.314285714285717;16.190619457399986
2016-08-25;2016;8;Summer;2016;Agricultural;NO2;16.866666666666667;16.338505879261643
2016-08-26;2016;8;Summer;2016;Agricultural;NO2;15.328571428571427;15.342954739538856
2016-08-27;2016;8;Summer;2016;Agricultural;NO2;18.00952380952381;17.92753235236156
2016-08-28;2016;8;Summer;2016;Agricultural;NO2;17.114285714285714;17.035206595283455
2016-08-29;2016;8;Summer;2016;Agricultural;NO2;16.876190476190477;16.594618340668724
2016-08-30;2016;8;Summer;2016;Agricultural;NO2;16.947619047619046;17.366340405964657
2016-08-31;2016;8;Summer;2016;Agricultural;NO2;18.76666666666667;18.499014648886558
2016-09-01;2016;9;Autumn;2016;Agricultural;NO2;17.676190476190477;17.459052092228866
2016-09-02;2016;9;Autumn;2016;Agricultural;NO2;21.79047619047619;21.546978256585437
2016-09-03;2016;9;Autumn;2016;Agricultural;NO2;21.585714285714285;21.340167838139656
2016-09-04;2016;9;Autumn;2016;Agricultural;NO2;17.361904761904764;17.035021020823752
2016-09-05;2016;9;Autumn;2016;Agricultural;NO2;14.885714285714286;14.803901990409248
2016-09-06;2016;9;Autumn;2016;Agricultural;NO2;15.604761904761904;15.231555869408131
2016-09-07;2016;9;Autumn;2016;Agricultural;NO2;18.995238095238093;18.940057807265323
2016-09-08;2016;9;Autumn;2016;Agricultural;NO2;23.88095238095238;23.833989686658345
2016-09-09;2016;9;Autumn;2016;Agricultural;NO2;26.12857142857143;25.687343164947777
2016-09-10;2016;9;Autumn;2016;Agricultural;NO2;21.38095238095238;20.890670367207512
2016-09-11;2016;9;Autumn;2016;Agricultural;NO2;19.914285714285715;19.277405898968667
2016-09-12;2016;9;Autumn;2016;Agricultural;NO2;22.54285714285714;22.335209879787165
2016-09-13;2016;9;Autumn;2016;Agricultural;NO2;16.814285714285717;16.744751363069042
2016-09-14;2016;9;Autumn;2016;Agricultural;NO2;25.823809523809523;25.93175786638639
2016-09-15;2016;9;Autumn;2016;Agricultural;NO2;30.62857142857143;29.38283025684819
2016-09-16;2016;9;Autumn;2016;Agricultural;NO2;19.561904761904763;20.32886421861657
2016-09-17;2016;9;Autumn;2016;Agricultural;NO2;13.319047619047618;13.464484661367669
2016-09-18;2016;9;Autumn;2016;Agricultural;NO2;15.195238095238096;15.275702883794258
2016-09-19;2016;9;Autumn;2016;Agricultural;NO2;22.5;22.306040202325427
2016-09-20;2016;9;Autumn;2016;Agricultural;NO2;22.88095238095238;23.16503153123563
2016-09-21;2016;9;Autumn;2016;Agricultural;NO2;13.647619047619049;13.87179268212573
2016-09-22;2016;9;Autumn;2016;Agricultural;NO2;20.59047619047619;20.178300926230047
2016-09-23;2016;9;Autumn;2016;Agricultural;NO2;23.26666666666667;22.910541614662023
2016-09-24;2016;9;Autumn;2016;Agricultural;NO2;20.423809523809524;20.546845234185117
2016-09-25;2016;9;Autumn;2016;Agricultural;NO2;25.29523809523809;25.44213525586284
2016-09-26;2016;9;Autumn;2016;Agricultural;NO2;26.23333333333333;25.58693752873941
2016-09-27;2016;9;Autumn;2016;Agricultural;NO2;24.142857142857142;24.299860408592263
2016-09-28;2016;9;Autumn;2016;Agricultural;NO2;28.038095238095234;27.857416409380544
2016-09-29;2016;9;Autumn;2016;Agricultural;NO2;26.14761904761905;25.47367634500427
2016-09-30;2016;9;Autumn;2016;Agricultural;NO2;22.571428571428573;22.51645207909085
2016-10-01;2016;10;Autumn;2016;Agricultural;NO2;20.204761904761902;20.269909019247194
2016-10-02;2016;10;Autumn;2016;Agricultural;NO2;16.014285714285716;15.682317874269197
2016-10-03;2016;10;Autumn;2016;Agricultural;NO2;20.07619047619048;19.952783616895484
2016-10-04;2016;10;Autumn;2016;Agricultural;NO2;18.704761904761902;18.669184786178807
2016-10-05;2016;10;Autumn;2016;Agricultural;NO2;20.79523809523809;20.303207317874268
2016-10-06;2016;10;Autumn;2016;Agricultural;NO2;13.504761904761908;14.028557117519544
2016-10-07;2016;10;Autumn;2016;Agricultural;NO2;24.704761904761902;24.48800663469749
2016-10-08;2016;10;Autumn;2016;Agricultural;NO2;22.728571428571428;22.55323852065953
2016-10-09;2016;10;Autumn;2016;Agricultural;NO2;15.033333333333331;14.424178874072128
2016-10-10;2016;10;Autumn;2016;Agricultural;NO2;22.16190476190476;22.15381987781646
2016-10-11;2016;10;Autumn;2016;Agricultural;NO2;22.99047619047619;22.98506864612757
2016-10-12;2016;10;Autumn;2016;Agricultural;NO2;31.719047619047625;31.4738569927084
2016-10-13;2016;10;Autumn;2016;Agricultural;NO2;41.65238095238095;41.12014714576628
2016-10-14;2016;10;Autumn;2016;Agricultural;NO2;26.514285714285712;26.046523352821392
2016-10-15;2016;10;Autumn;2016;Agricultural;NO2;18.70952380952381;18.826417263351505
2016-10-16;2016;10;Autumn;2016;Agricultural;NO2;15.752380952380951;15.926307232477171
2016-10-17;2016;10;Autumn;2016;Agricultural;NO2;30.96190476190477;31.342519542797085
2016-10-18;2016;10;Autumn;2016;Agricultural;NO2;27.59047619047619;27.715740984037318
2016-10-19;2016;10;Autumn;2016;Agricultural;NO2;28.83809523809524;29.091962819417983
2016-10-20;2016;10;Autumn;2016;Agricultural;NO2;17.761904761904763;18.08245582342508
2016-10-21;2016;10;Autumn;2016;Agricultural;NO2;23.89047619047619;24.374586152532352
2016-10-22;2016;10;Autumn;2016;Agricultural;NO2;25.89523809523809;25.759715561978588
2016-10-23;2016;10;Autumn;2016;Agricultural;NO2;22.666666666666668;22.98063456611706
2016-10-24;2016;10;Autumn;2016;Agricultural;NO2;24.52380952380953;25.28045227616107
2016-10-25;2016;10;Autumn;2016;Agricultural;NO2;37.16190476190476;37.17856697103068
2016-10-26;2016;10;Autumn;2016;Agricultural;NO2;34.31904761904762;34.01542895618472
2016-10-27;2016;10;Autumn;2016;Agricultural;NO2;27.17619047619048;26.559812454838077
2016-10-28;2016;10;Autumn;2016;Agricultural;NO2;21.714285714285715;22.035448006306247
2016-10-29;2016;10;Autumn;2016;Agricultural;NO2;27.857142857142858;27.412106680680548
2016-10-30;2016;10;Autumn;2016;Agricultural;NO2;22.504761904761907;22.581311173881627
2016-10-31;2016;10;Autumn;2016;Agricultural;NO2;17.01904761904762;17.508506864612755
2016-11-01;2016;11;Autumn;2016;Agricultural;NO2;24.65714285714285;23.908804112198645
2016-11-02;2016;11;Autumn;2016;Agricultural;NO2;17.82857142857143;18.979995730145173
2016-11-03;2016;11;Autumn;2016;Agricultural;NO2;20.085714285714285;20.713624121395256
