Temporal_scale;Lag_unit;Pipeline;Group;Pollutant;Outcome;Lag;Rho;P_value;N;Interpretation
Monthly;months;Station-based;Agricultural;PM25;Cardiocirculatory;1;0.0852778763039611;0.5244635254681053;58;"very weak positive association; not statistically significant"
Monthly;months;Station-based;Agricultural;PM25;Cardiocirculatory;2;0.0927609544856413;0.4965225755849142;56;"very weak positive association; not statistically significant"
Monthly;months;Station-based;Agricultural;PM25;Cardiocirculatory;3;0.0461632296542323;0.7402907898659956;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;NO2;Respiratory;0;0.3235292075681221;0.0003128380346126;120;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;NO2;Respiratory;1;0.2862404084967446;0.0018396682230431;116;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;NO2;Respiratory;2;0.1368598642229609;0.1501731480078894;112;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;NO2;Respiratory;3;0.0046158573053804;0.9621852930277608;108;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;NO2;Cardiocirculatory;0;0.4330395588939005;7.814666047289544e-07;120;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;NO2;Cardiocirculatory;1;0.3337767082500983;0.0002507058048255;116;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;NO2;Cardiocirculatory;2;0.2077537126504721;0.0279466488189005;112;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;NO2;Cardiocirculatory;3;0.149877817012317;0.1215715935743954;108;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;PM25;Respiratory;0;0.4502142555513376;2.4793237120116466e-07;120;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;PM25;Respiratory;1;0.4128377236570538;4.117045972333767e-06;116;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;PM25;Respiratory;2;0.2994575664076471;0.001338709855303;112;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;PM25;Respiratory;3;0.0566288045886099;0.5604836341331723;108;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;PM25;Cardiocirculatory;0;0.2210913409664067;0.0152370826733234;120;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Overall;PM25;Cardiocirculatory;1;0.1224637291303687;0.1903223683735217;116;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;PM25;Cardiocirculatory;2;0.07305676688636;0.4439677801185652;112;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Overall;PM25;Cardiocirculatory;3;0.00677841767126;0.944492549183339;108;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;NO2;Respiratory;0;0.2932603473100383;0.0229629511473227;60;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;NO2;Respiratory;1;0.2489271709179334;0.0595266541555967;58;"weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;NO2;Respiratory;2;0.0720816174025177;0.5975472621441736;56;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;NO2;Respiratory;3;-0.0842815485396282;0.5445624586249878;54;"very weak negative association; not statistically significant"
Monthly;months;ModAria;Industrial;NO2;Cardiocirculatory;0;0.3749201146241578;0.0031622699130691;60;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;NO2;Cardiocirculatory;1;0.3251199706226348;0.0127672116981148;58;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;NO2;Cardiocirculatory;2;0.1266618818881197;0.3522538630946702;56;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;NO2;Cardiocirculatory;3;0.0261492719561784;0.851117401167254;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;PM25;Respiratory;0;0.425469247490175;0.0007016469427235;60;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;PM25;Respiratory;1;0.3792663235599606;0.003323852172511;58;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;PM25;Respiratory;2;0.2742450915304894;0.0408181515327956;56;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;PM25;Respiratory;3;0.0352602588869996;0.8001718102836762;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;PM25;Cardiocirculatory;0;0.3874239352408384;0.0022263579901614;60;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;PM25;Cardiocirculatory;1;0.3281038515149043;0.0119235287176517;58;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Industrial;PM25;Cardiocirculatory;2;0.1822687037531954;0.1787854041033189;56;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Industrial;PM25;Cardiocirculatory;3;0.0356788900160102;0.7978489818615114;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;NO2;Respiratory;0;0.3961873563372079;0.0017267250268031;60;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;NO2;Respiratory;1;0.3410604718189403;0.0087939531579858;58;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;NO2;Respiratory;2;0.24583411957001;0.0678050743140263;56;"weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;NO2;Respiratory;3;0.1090694229447707;0.4324033744517359;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;NO2;Cardiocirculatory;0;0.2807680561066131;0.0297813897154036;60;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;NO2;Cardiocirculatory;1;0.0554051562071638;0.6795441434470939;58;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;NO2;Cardiocirculatory;2;0.0111764304041284;0.9348432248979108;56;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;NO2;Cardiocirculatory;3;0.0014485571650378;0.991705657738686;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;PM25;Respiratory;0;0.4438176522453214;0.0003824263630649;60;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;PM25;Respiratory;1;0.4243412491249002;0.0009010740756529;58;"moderate positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;PM25;Respiratory;2;0.3250329036417165;0.0145160776562603;56;"weak positive association; statistically significant at p < 0.05"
Monthly;months;ModAria;Agricultural;PM25;Respiratory;3;0.0944683782094169;0.4968359901832185;54;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;PM25;Cardiocirculatory;0;0.1252118825036024;0.3404669850858701;60;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;PM25;Cardiocirculatory;1;0.0056297299199949;0.9665451523381872;58;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;PM25;Cardiocirculatory;2;0.0065623077602222;0.9617156778174428;56;"very weak positive association; not statistically significant"
Monthly;months;ModAria;Agricultural;PM25;Cardiocirculatory;3;0.0006480387317274;0.9962893213007428;54;"very weak positive association; not statistically significant"
Weekly;weeks;Station-based;Overall;NO2;Respiratory;0;0.3355132038567257;3.36257486602602e-15;522;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Respiratory;1;0.3561328731307708;6.188881801703023e-17;518;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Respiratory;2;0.3513041937264891;2.2434736644596924e-16;514;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Respiratory;3;0.3266157125765529;3.8367017768457086e-14;510;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Respiratory;4;0.3179786635511113;2.370210784918068e-13;506;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Cardiocirculatory;0;0.202746245876217;3.016578807516522e-06;522;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Cardiocirculatory;1;0.2088697262322874;1.624310574903374e-06;518;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Cardiocirculatory;2;0.2077195728738593;2.036516009252799e-06;514;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Cardiocirculatory;3;0.1769502809575359;5.8683101031028873e-05;510;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;NO2;Cardiocirculatory;4;0.1665261741930896;0.0001679170732473;506;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Respiratory;0;0.3056403170753046;1.0478042802747877e-12;520;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Respiratory;1;0.3424362599474995;1.2140882220331538e-15;516;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Respiratory;2;0.2972644590800583;6.61699559048055e-12;512;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Respiratory;3;0.2836351196800019;7.452640746893135e-11;508;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Respiratory;4;0.2794796963031135;1.6981284568182835e-10;504;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Cardiocirculatory;0;0.1993947819476333;4.604416729246589e-06;520;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Cardiocirculatory;1;0.2117186391639335;1.2174384990055834e-06;516;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Cardiocirculatory;2;0.1639006508463164;0.0001954685124202;512;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Cardiocirculatory;3;0.1467445384401884;0.0009089806061653;508;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Overall;PM25;Cardiocirculatory;4;0.1510544889278;0.0006682454101245;504;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Respiratory;0;0.3831931439708752;1.4822274172455824e-10;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Respiratory;1;0.4411711281649896;9.237188830179612e-14;259;"moderate positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Respiratory;2;0.4435049364859542;8.25742811554981e-14;257;"moderate positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Respiratory;3;0.3866139079539921;1.6187729515145696e-10;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Respiratory;4;0.3643287794274767;2.3314530435158027e-09;253;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Cardiocirculatory;0;0.3252235543358255;7.6253069302509e-08;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Cardiocirculatory;1;0.3237175503154255;9.890988122253085e-08;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Cardiocirculatory;2;0.3456725515535075;1.263458218973304e-08;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Cardiocirculatory;3;0.3255101498945518;1.0492658957255513e-07;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;NO2;Cardiocirculatory;4;0.2694177231143196;1.3944331544928998e-05;253;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Respiratory;0;0.3504815842246579;6.268649495437626e-09;260;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Respiratory;1;0.4123444101904592;5.180826295434297e-12;258;"moderate positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Respiratory;2;0.3670079216898582;1.395181178658644e-09;256;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Respiratory;3;0.3484961557660778;1.1524367467709864e-08;254;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Respiratory;4;0.3385155161300186;3.5761149561852686e-08;252;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Cardiocirculatory;0;0.3583175922531242;2.705354480648956e-09;260;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Cardiocirculatory;1;0.3681212442296857;1.06248868574317e-09;258;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Cardiocirculatory;2;0.3538101359057857;5.791024739703474e-09;256;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Cardiocirculatory;3;0.3201739570844938;1.833184700011163e-07;254;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Industrial;PM25;Cardiocirculatory;4;0.2785259831129257;7.168619175157399e-06;252;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Respiratory;0;0.3006583180324571;7.461586647500834e-07;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Respiratory;1;0.2978924724098412;1.0489306418663723e-06;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Respiratory;2;0.2878590452220425;2.7064718274386888e-06;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Respiratory;3;0.2831252889338139;4.363637756376357e-06;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Respiratory;4;0.2817621088038842;5.312038417133623e-06;253;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Cardiocirculatory;0;0.1392600252694837;0.0244495574140033;261;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Cardiocirculatory;1;0.1486955667136337;0.016630265071951;259;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Cardiocirculatory;2;0.1339654453995798;0.0318054931877137;257;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;NO2;Cardiocirculatory;3;0.0995443695152293;0.1128011798544173;255;"very weak positive association; not statistically significant"
Weekly;weeks;Station-based;Agricultural;NO2;Cardiocirculatory;4;0.128943888579632;0.0404245070227599;253;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Respiratory;0;0.2606590339596979;2.075951980947951e-05;260;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Respiratory;1;0.2834497198799082;3.7280700844864055e-06;258;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Respiratory;2;0.2377411964809421;0.000122808500182;256;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Respiratory;3;0.22991167288088;0.0002192422019144;254;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Respiratory;4;0.2250126680176598;0.0003176207314434;252;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Cardiocirculatory;0;0.1182162469136634;0.0569524576724664;260;"very weak positive association; not statistically significant"
Weekly;weeks;Station-based;Agricultural;PM25;Cardiocirculatory;1;0.1495539461552178;0.0162139688944015;258;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;Station-based;Agricultural;PM25;Cardiocirculatory;2;0.0572228504136794;0.361856958131883;256;"very weak positive association; not statistically significant"
Weekly;weeks;Station-based;Agricultural;PM25;Cardiocirculatory;3;0.0588594063345836;0.3501760484580812;254;"very weak positive association; not statistically significant"
Weekly;weeks;Station-based;Agricultural;PM25;Cardiocirculatory;4;0.1091925548253773;0.0836416112819735;252;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Overall;NO2;Respiratory;0;0.3054120110998727;9.875691812421169e-13;522;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Respiratory;1;0.3208266346436863;7.266720635715991e-14;518;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Respiratory;2;0.3247737695749625;4.324360542523337e-14;514;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Respiratory;3;0.3109004170343964;6.83719132640129e-13;510;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Respiratory;4;0.3219238333675387;1.152982569473485e-13;506;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Cardiocirculatory;0;0.3984792023111331;2.598687021218617e-21;522;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Cardiocirculatory;1;0.4011802531746567;1.8864711757564058e-21;518;"moderate positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Cardiocirculatory;2;0.4152224059843918;7.684120191894825e-23;514;"moderate positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Cardiocirculatory;3;0.3880211996102685;9.013832448737133e-20;510;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;NO2;Cardiocirculatory;4;0.3875685999649082;1.3932702446731416e-19;506;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Respiratory;0;0.1518783651347142;0.0004978429875508;522;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Respiratory;1;0.1890786029486362;1.4769606946013075e-05;518;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Respiratory;2;0.1607894408720989;0.0002519041760815;514;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Respiratory;3;0.1391609460030079;0.001630878447607;510;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Respiratory;4;0.1663461990154474;0.0001707090748497;506;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Overall;PM25;Cardiocirculatory;0;0.0677324330868358;0.1222084425816662;522;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Overall;PM25;Cardiocirculatory;1;0.0715682277423785;0.1037334833184817;518;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Overall;PM25;Cardiocirculatory;2;0.0511397557513418;0.2471281282301328;514;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Overall;PM25;Cardiocirculatory;3;0.0283752001007564;0.5225896631002553;510;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Overall;PM25;Cardiocirculatory;4;0.0425596390426459;0.339365015499239;506;"very weak positive association; not statistically significant"
Weekly;weeks;ModAria;Industrial;NO2;Respiratory;0;0.1851938474040836;0.0026683970044356;261;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Respiratory;1;0.2225638244967153;0.0003063359825008;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Respiratory;2;0.2353910153477343;0.0001396047465088;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Respiratory;3;0.2018685232197852;0.0011903739024808;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Respiratory;4;0.1819542307260496;0.0036830040317829;253;"very weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Cardiocirculatory;0;0.2992320768790253;8.464932187161997e-07;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Cardiocirculatory;1;0.2910188780950908;1.894422169374496e-06;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Cardiocirculatory;2;0.3154300522148753;2.410508829970108e-07;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Cardiocirculatory;3;0.2908269205594133;2.314574338734248e-06;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;NO2;Cardiocirculatory;4;0.2606685347080432;2.6872936042113455e-05;253;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Respiratory;0;0.3212163185199644;1.1219796761470662e-07;261;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Respiratory;1;0.3577819634650776;3.076338631447116e-09;259;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Respiratory;2;0.2929043489900799;1.7711282825811952e-06;257;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Respiratory;3;0.2817451251266728;4.879119033354768e-06;255;"weak positive association; statistically significant at p < 0.05"
Weekly;weeks;ModAria;Industrial;PM25;Respiratory;4;0.2710305706416394;1.2324880611481592e-05;253;"weak positive association; statistically significant at p < 0.05"
